school_urn,school_name,la_name,time_period,avg_att8,avg_ebaccaps,avg_p8score,pt_anypass,pt_entbasics
100544,David Game College,City of London,202324,6.8,0.53,,61.2,2.0
100001,City of London School for Girls,City of London,202324,60.3,3.08,,100.0,0.0
100003,City of London School,City of London,202324,33.3,1.88,,100.0,100.0
137181,The UCL Academy,Camden,202324,46.6,4.34,-0.16,96.5,94.2
100049,Haverstock School,Camden,202324,44.2,3.87,-0.2,96.8,94.9
100050,Parliament Hill School,Camden,202324,58.9,5.38,0.5,97.2,96.6
100051,Regent High School,Camden,202324,44.5,4.13,-0.27,98.8,97.7
100052,Hampstead School,Camden,202324,41.2,3.58,-0.46,99.0,95.1
100053,Acland Burghley School,Camden,202324,50.4,4.65,-0.3,98.9,100.0
100054,The Camden School for Girls,Camden,202324,65.4,6.19,0.62,100.0,99.2
100055,Maria Fidelis Catholic School FCJ,Camden,202324,41.8,3.69,-0.58,97.7,93.9
100056,William Ellis School,Camden,202324,48.8,4.7,-0.17,99.2,99.2
100059,La Sainte Union Catholic Secondary School,Camden,202324,48.7,4.26,0.18,98.6,97.3
142408,Jeannine Manuel School,Camden,202324,1.1,0.11,,11.4,0.0
149566,Odyssey House School - Bloomsbury,Camden,202324,20.3,2.14,,50.0,33.3
100062,St Margaret's School,Camden,202324,51.0,5.41,,93.8,0.0
100065,University College School,Camden,202324,20.3,1.37,,64.8,0.0
100074,North Bridge House Senior School,Camden,202324,60.9,5.48,,100.0,99.0
100076,South Hampstead High School,Camden,202324,49.4,3.23,,100.0,0.0
100084,Fine Arts College,Camden,202324,41.3,2.2,,93.3,86.7
100171,Saint Mary Magdalene Church of England All Through School,Greenwich,202324,43.9,3.64,-0.27,99.4,99.4
138449,Harris Academy Greenwich,Greenwich,202324,49.8,4.73,0.35,98.9,98.3
138245,Ark Greenwich Free School,Greenwich,202324,63.6,6.01,1.43,100.0,100.0
143686,Woolwich Polytechnic School for Girls,Greenwich,202324,52.6,4.55,0.4,99.2,97.9
143927,Royal Greenwich Trust School,Greenwich,202324,39.7,3.49,-0.36,98.6,97.9
145315,Leigh Academy Halley,Greenwich,202324,44.6,4.34,0.09,99.3,99.3
145895,Leigh Academy Blackheath,Greenwich,202324,54.0,5.21,0.22,99.4,99.4
147439,The John Roan School,Greenwich,202324,41.6,3.96,-0.29,96.0,96.0
100182,Eltham Hill School,Greenwich,202324,52.5,4.72,0.25,99.4,98.8
100183,Plumstead Manor School,Greenwich,202324,36.2,2.99,-0.65,94.2,89.8
141163,Woolwich Polytechnic School,Greenwich,202324,44.4,3.57,-0.04,97.0,97.9
141309,Leigh Stationers' Academy,Greenwich,202324,45.5,4.08,-0.33,97.4,97.4
100190,Thomas Tallis School,Greenwich,202324,45.9,4.14,-0.12,97.7,98.5
100193,St Ursula's Convent School,Greenwich,202324,50.9,4.74,0.09,98.4,96.9
141716,St Thomas More Catholic Comprehensive School,Greenwich,202324,62.5,5.47,0.74,100.0,100.0
141315,Pulse and Water College,Greenwich,202324,11.0,0.72,,100.0,93.8
136092,Wize Up,Greenwich,202324,6.1,0.24,,62.5,43.8
136100,StreetVibes Media Academy,Greenwich,202324,4.4,0.28,,46.2,38.5
100200,Riverston School,Greenwich,202324,16.3,1.37,,68.0,32.0
100202,Colfe's School,Greenwich,202324,41.8,4.23,,100.0,0.0
100756,Blackheath High School,Greenwich,202324,39.7,3.86,,100.0,0.0
132066,Greenwich Waldorf School,Greenwich,202324,5.6,0.31,,33.3,30.0
105135,St Paul's Academy,Greenwich,202324,42.5,3.71,-0.25,98.3,99.1
100204,King's Oak School,Greenwich,202324,8.1,0.26,-1.8,77.8,77.8
145609,Lubavitch House School (Senior Girls),Hackney,202324,41.5,3.36,0.02,93.3,86.7
140210,Mossbourne Victoria Park Academy,Hackney,202324,65.2,6.32,1.54,100.0,100.0
143756,"City of London Academy, Shoreditch Park",Hackney,202324,58.9,5.63,0.68,98.9,98.9
147653,Waterside Academy,Hackney,202324,48.2,4.46,1.04,98.9,100.0
149901,Haggerston School,Hackney,202324,48.2,4.47,0.16,96.9,96.9
137442,Clapton Girls' Academy,Hackney,202324,57.8,4.94,0.84,99.4,99.4
100279,Stoke Newington School and Sixth Form,Hackney,202324,52.2,4.38,0.28,99.6,99.6
133599,Yesodey Hatorah Senior Girls School,Hackney,202324,52.2,4.24,0.92,100.0,98.5
100282,All Saints Catholic High School,Hackney,202324,42.5,3.86,0.27,97.2,97.2
100284,The Urswick School - A Church of England Secondary School,Hackney,202324,39.3,3.41,-0.26,99.3,99.3
100285,Cardinal Pole Catholic School,Hackney,202324,45.6,4.21,0.15,98.8,98.8
137808,Leaways School,Hackney,202324,3.4,0.25,,41.2,64.7
138516,Vishnitz Girls School,Hackney,202324,19.4,1.52,,77.8,0.0
100287,Yesodey Hatorah School,Hackney,202324,8.4,0.55,,71.4,42.9
136015,Bnos Zion of Bobov,Hackney,202324,59.8,6.65,,100.0,88.2
100293,Beis Rochel d'Satmar Girls' School,Hackney,202324,12.1,0.65,,73.9,65.2
100295,Beis Malka Girls' School,Hackney,202324,34.9,3.16,,94.9,92.3
100300,Tayyibah Girls' School,Hackney,202324,55.3,5.0,,100.0,91.7
102171,Beis Chinuch Lebonos Girls School,Hackney,202324,45.6,3.79,,94.3,90.6
131342,Beis Trana Girls' School,Hackney,202324,16.8,1.48,,75.0,65.0
132736,"Tawhid Boys School, Tawhid Educational Trust",Hackney,202324,26.6,2.51,,48.9,48.9
134693,Mossbourne Community Academy,Hackney,202324,64.0,6.2,1.47,100.0,99.5
131062,The Excelsior Academy,Hackney,202324,49.5,4.3,0.46,98.3,98.3
131609,The Bridge Academy,Hackney,202324,55.3,5.12,0.51,100.0,100.0
135835,"The City Academy, Hackney",Hackney,202324,53.1,4.87,0.56,99.5,98.4
136137,Skinners' Academy,Hackney,202324,46.1,4.19,0.16,98.9,97.8
100307,Stormont House School,Hackney,202324,1.6,0.0,-1.52,65.2,0.0
136750,West London Free School,Hammersmith and Fulham,202324,63.8,6.07,0.96,100.0,100.0
141135,The Fulham Boys School,Hammersmith and Fulham,202324,62.0,5.67,0.93,100.0,100.0
141617,The Hurlingham Academy,Hammersmith and Fulham,202324,58.3,5.36,0.86,98.3,99.2
143129,Phoenix Academy,Hammersmith and Fulham,202324,53.9,4.92,0.87,99.1,99.1
139364,Fulham Cross Academy,Hammersmith and Fulham,202324,45.4,4.2,-0.14,95.9,95.9
139365,Fulham Cross Girls' School and Language College,Hammersmith and Fulham,202324,56.3,5.33,0.44,98.5,98.5
137935,Sacred Heart High School,Hammersmith and Fulham,202324,63.1,6.06,0.78,99.5,99.5
138607,Lady Margaret School,Hammersmith and Fulham,202324,65.4,6.23,0.74,100.0,100.0
137157,The London Oratory School,Hammersmith and Fulham,202324,62.5,5.99,0.62,99.5,99.5
100366,St Paul's Girls' School,Hammersmith and Fulham,202324,21.4,2.15,,97.3,0.0
135729,London Vocational Ballet School,Hammersmith and Fulham,202324,12.3,1.54,,100.0,0.0
100369,The Godolphin and Latymer School,Hammersmith and Fulham,202324,39.6,1.83,,96.4,0.0
100370,Latymer Upper School and Latymer Prep,Hammersmith and Fulham,202324,17.2,0.97,,97.6,0.0
131165,The Fulham Prep School Ltd,Hammersmith and Fulham,202324,43.1,3.73,,100.0,0.0
131675,Burlington House School,Hammersmith and Fulham,202324,19.8,1.8,,90.9,0.0
100527,St James Senior Girls' School,Hammersmith and Fulham,202324,39.7,2.51,,100.0,0.0
131752,Ark Burlington Danes Academy,Hammersmith and Fulham,202324,49.0,4.46,-0.03,100.0,99.4
136172,Hammersmith Academy,Hammersmith and Fulham,202324,52.6,4.86,0.25,100.0,98.6
147793,Queensmill School,Hammersmith and Fulham,202324,1.9,0.13,-1.5,15.8,5.3
100379,Woodlane High School,Hammersmith and Fulham,202324,6.2,0.21,-1.13,71.4,9.5
143659,"City of London Academy, Highgate Hill",Islington,202324,45.5,4.2,0.12,98.2,97.3
144962,City of London Academy Highbury Grove,Islington,202324,47.2,4.36,0.09,99.5,99.5
100453,Beacon High,Islington,202324,33.8,2.77,-0.94,93.3,93.3
100455,Highbury Fields School,Islington,202324,51.4,4.56,0.43,97.6,97.6
100457,Elizabeth Garrett Anderson School,Islington,202324,54.0,5.12,0.24,99.4,98.8
131690,Arts and Media School Islington,Islington,202324,45.0,3.81,0.17,97.6,96.8
100458,Central Foundation Boys' School,Islington,202324,55.3,5.1,0.56,100.0,100.0
100459,St Aloysius RC College,Islington,202324,51.1,4.77,0.46,98.9,98.9
141250,North Bridge House Senior Canonbury School,Islington,202324,72.1,6.84,,100.0,100.0
134314,St Mary Magdalene Academy,Islington,202324,56.6,5.29,0.3,99.5,99.5
135587,City of London Academy Islington,Islington,202324,45.5,3.99,0.13,96.8,96.8
139418,The Courtyard Islington,Islington,202324,0.7,0.0,-3.2,20.0,0.0
140212,Kensington Aldridge Academy,Kensington and Chelsea,202324,55.4,5.08,0.13,99.0,98.4
149632,Holland Park School,Kensington and Chelsea,202324,58.7,5.58,0.04,99.5,96.8
100502,Saint Thomas More Language College,Kensington and Chelsea,202324,47.5,4.09,0.2,98.5,97.8
100503,All Saints Catholic College,Kensington and Chelsea,202324,53.9,4.66,0.69,99.3,99.3
141931,The Cardinal Vaughan Memorial RC School,Kensington and Chelsea,202324,67.4,5.83,1.0,100.0,100.0
136740,Catch22 Include London,Kensington and Chelsea,202324,2.6,0.06,,34.8,26.1
100511,Queen's Gate School,Kensington and Chelsea,202324,16.6,1.07,,98.7,0.0
100521,More House School,Kensington and Chelsea,202324,36.1,2.99,,86.7,0.0
100537,Ashbourne College,Kensington and Chelsea,202324,26.8,1.99,,77.8,77.8
100539,Collingham,Kensington and Chelsea,202324,17.2,0.78,,79.3,44.8
100540,Mander Portman Woodward School,Kensington and Chelsea,202324,7.7,0.5,,71.6,1.2
100547,Lycee Francais Charles de Gaulle,Kensington and Chelsea,202324,5.0,0.42,,20.2,0.0
132788,The Lloyd Williamson School Foundation,Kensington and Chelsea,202324,3.4,0.26,,57.1,0.0
135531,Chelsea Academy,Kensington and Chelsea,202324,50.1,4.36,0.23,98.9,99.4
100590,Woodmansterne School,Lambeth,202324,50.1,4.28,0.24,100.0,99.3
139659,Oasis Academy South Bank,Lambeth,202324,54.3,5.25,0.81,100.0,100.0
140966,Trinity Academy,Lambeth,202324,38.6,3.65,-0.18,97.5,98.3
100624,The Norwood School,Lambeth,202324,48.5,4.19,0.03,97.1,98.2
100625,Lilian Baylis Technology School,Lambeth,202324,45.9,4.06,0.01,100.0,100.0
136450,Platanos College,Lambeth,202324,44.0,3.98,-0.22,95.2,94.6
100627,Saint Gabriel's College,Lambeth,202324,43.1,3.88,0.2,98.3,98.3
144309,The Elmgreen School,Lambeth,202324,42.5,3.77,-0.37,96.7,96.2
100637,La Retraite Roman Catholic Girls' School,Lambeth,202324,51.8,4.68,0.22,99.4,99.4
100638,Bishop Thomas Grant Catholic Secondary School,Lambeth,202324,59.4,5.47,0.74,99.4,99.4
137093,Dunraven School,Lambeth,202324,48.7,4.37,-0.23,98.0,98.0
137966,St Martin in the Fields High School for Girls,Lambeth,202324,39.6,3.28,-0.45,100.0,100.0
100642,London Nautical School,Lambeth,202324,41.9,3.84,-0.26,98.8,98.8
138803,"Octavia House Schools, London",Lambeth,202324,0.7,0.0,,20.0,0.0
100529,DLD College,Lambeth,202324,16.5,1.45,,86.7,0.0
100648,Streatham & Clapham High School,Lambeth,202324,32.5,2.8,,98.0,0.0
134815,The Elms Academy,Lambeth,202324,53.7,4.87,0.91,97.2,97.2
135389,Ark Evelyn Grace Academy,Lambeth,202324,39.1,3.56,-0.46,98.2,99.1
137954,City Heights E-ACT Academy,Lambeth,202324,36.7,3.38,-0.37,96.9,99.2
142928,Vanguard School,Lambeth,202324,5.4,0.22,-2.77,70.0,40.0
100654,Lansdowne School,Lambeth,202324,1.2,0.0,-1.71,34.6,0.0
100659,Elm Court School,Lambeth,202324,1.0,0.07,-1.73,31.8,0.0
148003,Sedgehill Academy,Lewisham,202324,45.1,4.05,0.2,99.0,98.1
100740,Deptford Green School,Lewisham,202324,44.6,3.93,0.05,98.2,99.4
100741,Sydenham School,Lewisham,202324,49.7,4.55,0.1,98.3,98.7
100742,Conisborough College,Lewisham,202324,35.1,2.91,-0.39,94.3,89.7
100745,Forest Hill School,Lewisham,202324,50.5,4.65,0.3,100.0,99.5
100747,Prendergast Ladywell School,Lewisham,202324,41.3,3.92,-0.29,98.2,98.2
100748,Addey and Stanhope School,Lewisham,202324,37.9,3.09,-0.38,95.5,91.8
100749,"Trinity Church of England School, Lewisham",Lewisham,202324,49.4,4.6,0.53,100.0,100.0
100750,Prendergast School,Lewisham,202324,57.6,5.47,0.57,97.4,98.3
100752,Bonus Pastor Catholic College,Lewisham,202324,51.1,4.62,0.43,100.0,100.0
135843,Prendergast Vale School,Lewisham,202324,45.4,4.37,0.04,97.4,97.4
100754,St Dunstan's College,Lewisham,202324,14.3,0.54,,42.0,0.0
100757,"Sydenham High School, GDST",Lewisham,202324,55.9,5.26,,100.0,0.0
135901,Marathon Science School,Lewisham,202324,23.6,1.99,,58.3,58.3
135073,Haberdashers' Hatcham College,Lewisham,202324,50.8,4.69,0.08,98.6,99.1
135070,Haberdashers' Knights Academy,Lewisham,202324,46.9,4.38,0.18,99.0,100.0
135264,St Matthew Academy,Lewisham,202324,50.1,4.72,0.57,99.4,98.8
100760,Brent Knoll School,Lewisham,202324,0.8,0.05,-1.58,11.8,5.9
100765,Greenvale School,Lewisham,202324,0.0,0.0,-1.62,0.0,0.0
139587,The Charter School Bermondsey,Southwark,202324,44.6,4.27,0.08,98.6,98.6
139718,Ark All Saints Academy,Southwark,202324,44.4,3.96,0.44,99.1,99.1
140221,South Bank University Academy,Southwark,202324,44.4,3.83,-0.16,99.2,99.2
142178,The Charter School East Dulwich,Southwark,202324,51.7,4.88,0.19,98.9,98.9
145313,Bacon's College,Southwark,202324,51.5,4.58,0.4,99.4,98.8
147073,Haberdashers' Borough Academy,Southwark,202324,48.6,4.6,-0.23,98.8,98.8
136309,Kingsdale Foundation School,Southwark,202324,66.7,6.36,0.68,99.7,99.7
136298,The Charter School North Dulwich,Southwark,202324,62.9,5.76,0.8,99.4,97.8
100849,St Saviour's and St Olave's Church of England School,Southwark,202324,56.0,4.86,0.58,99.2,99.2
100857,The St Thomas the Apostle College,Southwark,202324,60.5,5.63,1.45,100.0,100.0
138961,St Michael's Catholic College,Southwark,202324,55.2,5.26,0.44,99.3,99.3
149369,Notre Dame Catholic Girls' School,Southwark,202324,44.8,4.08,0.25,97.6,96.8
138960,Sacred Heart Catholic School,Southwark,202324,58.1,5.38,1.24,99.2,99.2
100861,Dulwich College,Southwark,202324,15.1,0.97,,92.1,0.0
100863,James Allen's Girls' School,Southwark,202324,58.0,5.18,,100.0,0.0
141701,PhoenixPlace,Southwark,202324,7.2,0.68,,60.0,40.0
100864,Alleyn's School,Southwark,202324,64.3,5.66,,100.0,0.0
131237,Cavendish School,Southwark,202324,1.5,0.08,,25.0,12.5
134222,City of London Academy (Southwark),Southwark,202324,53.4,4.97,0.48,99.1,99.1
134225,Harris Academy Peckham,Southwark,202324,41.5,3.76,0.29,99.3,98.6
131747,Harris Academy Bermondsey,Southwark,202324,51.3,4.99,0.55,100.0,100.0
132711,Harris Girls' Academy East Dulwich,Southwark,202324,53.7,5.08,0.4,98.0,98.0
135315,Ark Walworth Academy,Southwark,202324,41.5,3.73,0.18,98.1,98.7
135584,Ark Globe Academy,Southwark,202324,46.9,4.47,0.22,98.8,98.8
135816,Harris Boys' Academy East Dulwich,Southwark,202324,55.4,5.02,0.98,100.0,100.0
140138,Newlands Academy,Southwark,202324,10.6,0.69,-1.41,66.7,38.9
138202,Wapping High School,Tower Hamlets,202324,46.9,3.98,0.04,100.0,100.0
141133,London Enterprise Academy,Tower Hamlets,202324,46.0,4.22,-0.1,99.2,98.4
142879,Canary Wharf College Crossharbour,Tower Hamlets,202324,53.4,4.84,0.32,96.1,96.1
144756,Mulberry UTC,Tower Hamlets,202324,34.1,2.73,-0.98,88.0,88.0
100965,Bow School,Tower Hamlets,202324,43.4,3.77,-0.39,99.6,99.6
100966,Langdon Park Community School,Tower Hamlets,202324,44.0,3.93,-0.34,95.8,94.0
100967,Morpeth School,Tower Hamlets,202324,50.3,4.69,0.24,98.7,97.9
143629,Mulberry School for Girls,Tower Hamlets,202324,56.1,5.12,0.61,100.0,100.0
144700,Mulberry Stepney Green Mathematics and Computing College,Tower Hamlets,202324,50.1,4.76,0.13,98.9,98.9
143379,St Paul's Way Trust School,Tower Hamlets,202324,55.4,4.88,0.54,100.0,99.6
137789,Mulberry Academy Shoreditch,Tower Hamlets,202324,49.6,4.69,0.01,99.5,100.0
100972,Oaklands School,Tower Hamlets,202324,53.5,4.95,0.41,100.0,99.3
100973,Swanlea School,Tower Hamlets,202324,56.1,5.16,0.81,98.0,96.6
100974,George Green's School,Tower Hamlets,202324,46.3,4.13,0.06,99.5,99.5
100975,Central Foundation Girls' School,Tower Hamlets,202324,55.0,4.88,0.5,100.0,100.0
100977,Stepney All Saints Church of England Secondary School,Tower Hamlets,202324,58.1,5.43,0.77,99.5,99.5
100978,Bishop Challoner Catholic School,Tower Hamlets,202324,44.0,3.94,-0.27,98.7,98.7
139601,The Complete Works,Tower Hamlets,202324,9.4,0.48,,70.6,67.6
100982,Madani Secondary Girls' School,Tower Hamlets,202324,58.9,5.37,,100.0,100.0
131388,Jamiatul Ummah School,Tower Hamlets,202324,67.7,6.62,,100.0,100.0
131745,Darul Hadis Latifiah,Tower Hamlets,202324,56.4,5.67,,100.0,100.0
132797,London Islamic School,Tower Hamlets,202324,49.8,4.99,,96.4,96.4
133307,Mazahirul Uloom London School,Tower Hamlets,202324,41.8,3.98,,100.0,89.7
134810,London East Academy,Tower Hamlets,202324,46.7,4.37,,96.7,96.7
100987,Phoenix School,Tower Hamlets,202324,0.4,0.04,-1.6,2.8,0.0
143630,Ian Mikardo School,Tower Hamlets,202324,3.4,0.21,,57.1,42.9
130418,New City College,Tower Hamlets,202324,11.6,0.98,,57.5,46.9
138267,Ark Bolingbroke Academy,Wandsworth,202324,61.3,5.77,1.04,100.0,100.0
140985,Harris Academy Battersea,Wandsworth,202324,51.4,4.88,0.32,98.2,98.2
135762,Saint John Bosco College,Wandsworth,202324,44.0,3.69,0.17,98.5,98.5
149543,Ernest Bevin Academy,Wandsworth,202324,49.5,4.76,0.59,100.0,100.0
136883,Chestnut Grove Academy,Wandsworth,202324,57.0,5.36,0.42,98.8,97.7
141808,Saint Cecilia's Church of England School,Wandsworth,202324,55.6,4.87,0.35,99.4,99.4
137005,Graveney School,Wandsworth,202324,61.9,5.87,0.74,98.9,98.6
139842,Burntwood School,Wandsworth,202324,49.4,4.68,0.34,99.2,99.6
138681,Ark Putney Academy,Wandsworth,202324,46.1,4.51,0.23,97.9,98.6
138682,Southfields Academy,Wandsworth,202324,47.0,4.23,0.48,100.0,100.0
146729,Al Risalah Boys' School,Wandsworth,202324,51.2,4.95,,100.0,100.0
149569,Thomas's Putney Vale,Wandsworth,202324,69.9,6.61,,100.0,100.0
101064,Ibstock Place School,Wandsworth,202324,16.8,0.31,,100.0,0.0
136110,Roehampton Gate School,Wandsworth,202324,9.5,0.64,,46.2,38.5
101071,Emanuel School,Wandsworth,202324,41.4,3.08,,100.0,0.0
101072,Putney High School,Wandsworth,202324,43.7,4.09,,92.0,0.0
101090,Al Risalah Secondary School,Wandsworth,202324,59.1,5.63,,100.0,100.0
132237,Thames Christian School,Wandsworth,202324,30.4,1.46,,100.0,0.0
101175,Centre Academy London,Wandsworth,202324,13.2,1.05,,35.7,28.6
135316,Ashcroft Technology Academy,Wandsworth,202324,65.6,6.39,1.34,99.6,100.0
143175,Nightingale Community Academy,Wandsworth,202324,13.6,0.93,-1.47,87.5,93.8
101094,Oak Lodge School,Wandsworth,202324,2.9,0.0,-1.39,80.0,0.0
101103,Garratt Park School,Wandsworth,202324,4.0,0.33,-1.26,59.3,40.7
140884,Marylebone Boys' School,Westminster,202324,52.4,4.85,0.16,99.1,100.0
145126,Harris Academy St John's Wood,Westminster,202324,51.0,4.83,0.53,98.4,98.4
138313,The Grey Coat Hospital,Westminster,202324,66.6,6.33,1.04,99.4,99.4
137353,The St Marylebone CofE School,Westminster,202324,61.5,5.34,0.69,100.0,99.4
138312,Westminster City School,Westminster,202324,50.7,4.3,0.09,100.0,100.0
101154,St Augustine's Federated Schools: CE High School,Westminster,202324,49.0,4.24,0.11,100.0,100.0
139369,St George's Catholic School,Westminster,202324,55.7,5.13,0.72,100.0,100.0
142336,Wetherby Senior School,Westminster,202324,17.6,1.41,,97.3,0.0
144795,London Park School Mayfair and London Park School Sixth,Westminster,202324,55.1,5.03,,100.0,86.7
147957,Maida Vale School,Westminster,202324,18.2,1.04,,100.0,0.0
101157,"Queen's College, London",Westminster,202324,27.5,1.6,,98.3,0.0
101158,Francis Holland School,Westminster,202324,50.9,2.8,,98.7,98.7
101161,Francis Holland School,Westminster,202324,12.6,0.58,,84.8,0.0
101162,Westminster School,Westminster,202324,46.9,2.76,,99.2,99.2
101172,Sylvia Young Theatre School,Westminster,202324,55.0,4.18,,97.7,97.7
101173,Fairley House School,Westminster,202324,29.6,2.06,,100.0,85.0
101181,Bales College,Westminster,202324,22.6,1.83,,95.7,0.0
100541,Portland Place School,Westminster,202324,48.6,3.27,,100.0,100.0
100536,Kensington Park School,Westminster,202324,18.2,1.13,,100.0,0.0
130912,Paddington Academy,Westminster,202324,58.0,5.49,0.85,99.5,99.5
131262,Westminster Academy,Westminster,202324,48.0,4.65,-0.05,99.0,99.5
135242,Ark King Solomon Academy,Westminster,202324,59.6,5.7,1.18,100.0,100.0
135676,Pimlico Academy,Westminster,202324,50.3,4.83,0.27,98.9,98.4
139600,The St Marylebone Church of England Bridge School,Westminster,202324,1.3,0.06,-1.66,22.2,11.1
139791,Riverside School,Barking and Dagenham,202324,54.4,5.29,0.78,100.0,100.0
140962,Goresbrook School,Barking and Dagenham,202324,53.2,5.06,0.87,100.0,99.1
141178,The Warren School,Barking and Dagenham,202324,48.2,4.22,0.37,99.0,98.0
142908,Greatfields School,Barking and Dagenham,202324,44.3,3.98,0.3,98.5,98.0
148932,Brook Sixth Form and Academy,Barking and Dagenham,202324,38.4,2.68,-0.6,100.0,100.0
101241,"Barking Abbey School, A Specialist Sports and Humanities College",Barking and Dagenham,202324,48.6,4.16,0.02,99.2,97.2
101243,Eastbrook School,Barking and Dagenham,202324,35.2,3.02,-0.62,96.1,96.5
101244,Eastbury Community School,Barking and Dagenham,202324,46.0,3.7,0.21,98.2,97.5
101245,Robert Clack School,Barking and Dagenham,202324,49.1,3.92,0.16,98.8,98.2
141683,The Sydney Russell School,Barking and Dagenham,202324,53.4,5.0,0.72,99.7,99.4
133561,Jo Richardson Community School,Barking and Dagenham,202324,47.2,3.75,0.2,97.6,96.9
101247,All Saints Catholic School and Technology College,Barking and Dagenham,202324,53.8,4.95,0.72,100.0,100.0
136028,Dagenham Park CofE School,Barking and Dagenham,202324,42.1,3.65,-0.25,98.7,97.5
134388,Hopewell School,Barking and Dagenham,202324,5.2,0.49,,61.5,46.2
136746,Al Madina School for Girls,Barking and Dagenham,202324,50.1,4.88,,100.0,100.0
148244,Frobel Independent School,Barking and Dagenham,202324,33.8,2.8,,96.3,74.1
147189,Pathways School,Barking and Dagenham,202324,1.8,0.06,-1.97,33.3,33.3
103119,St Mary's and St John's CofE School,Barnet,202324,53.8,5.09,0.43,99.4,99.4
139410,St Andrew the Apostle Greek Orthodox School,Barnet,202324,50.3,4.69,0.4,99.3,99.3
139594,The Archer Academy,Barnet,202324,58.9,5.66,0.61,99.4,98.1
101345,Friern Barnet School,Barnet,202324,44.6,3.71,0.0,98.0,98.0
142627,Menorah High School for Girls,Barnet,202324,69.0,6.77,1.58,100.0,100.0
144502,The Totteridge Academy,Barnet,202324,60.4,5.35,1.32,97.8,97.8
145921,Saracens High School,Barnet,202324,55.0,5.05,0.42,98.6,98.6
137361,Whitefield School,Barnet,202324,45.9,4.17,0.44,100.0,100.0
147061,Ark Pioneer Academy,Barnet,202324,54.3,5.36,0.57,99.4,99.4
147238,Hasmonean High School for Girls,Barnet,202324,62.1,5.83,1.21,97.6,97.6
137131,Queen Elizabeth's Girls' School,Barnet,202324,59.6,5.55,0.74,99.5,99.0
138685,Copthall School,Barnet,202324,48.7,4.53,0.44,100.0,100.0
137388,Christ's College Finchley,Barnet,202324,55.2,5.2,0.7,98.8,98.8
136658,East Barnet School,Barnet,202324,52.0,4.49,0.16,99.0,97.1
136418,The Compton School,Barnet,202324,57.0,5.13,0.73,99.5,99.5
138051,The Henrietta Barnett School,Barnet,202324,86.4,8.57,1.09,100.0,99.0
137645,Hendon School,Barnet,202324,44.8,4.06,-0.13,97.2,97.2
136290,"Queen Elizabeth's School, Barnet",Barnet,202324,86.6,8.67,1.22,100.0,100.0
137386,Mill Hill County High School,Barnet,202324,57.5,5.56,0.24,100.0,99.6
101361,St Michael's Catholic Grammar School,Barnet,202324,79.3,7.46,0.98,100.0,99.2
101362,Finchley Catholic High School,Barnet,202324,63.2,5.62,0.94,100.0,100.0
136308,Ashmole Academy,Barnet,202324,62.2,6.0,0.85,99.6,99.6
101364,St James' Catholic High School,Barnet,202324,50.7,4.79,0.32,99.1,99.1
143082,Bishop Douglass School Finchley,Barnet,202324,53.4,5.02,0.43,99.3,99.3
137539,Hasmonean High School for Boys,Barnet,202324,59.0,5.64,0.7,100.0,97.0
135747,JCoSS,Barnet,202324,61.1,4.98,0.97,98.4,97.8
144784,Oak Hill School,Barnet,202324,2.7,0.14,-2.37,41.7,41.7
101367,Mill Hill School Foundation,Barnet,202324,50.5,4.46,,99.2,68.0
101369,The King Alfred School,Barnet,202324,32.0,1.8,,96.6,74.1
140492,Beis Medrash Elyon,Barnet,202324,18.9,1.48,,100.0,75.0
101374,Mount House School,Barnet,202324,19.0,1.18,,98.2,0.0
145946,Shiras Devorah High School,Barnet,202324,43.1,4.46,,100.0,90.9
101385,Pardes House Grammar School,Barnet,202324,13.8,1.36,,96.2,15.4
134764,North London Grammar School,Barnet,202324,57.4,4.97,,100.0,78.9
101387,Menorah Grammar School,Barnet,202324,35.1,3.21,,91.1,87.5
101388,Beth Jacob Grammar School for Girls,Barnet,202324,52.7,5.0,,98.3,98.3
101393,Brampton College,Barnet,202324,4.8,0.33,,40.0,0.0
131288,WENTWORTH COLLEGE,Barnet,202324,30.4,1.48,,100.0,84.2
131403,Tiferes High School,Barnet,202324,59.9,6.09,,100.0,96.0
136263,The Holmewood School,Barnet,202324,13.1,1.32,,77.8,0.0
134798,London Academy,Barnet,202324,50.0,4.71,0.74,98.9,98.9
135507,Wren Academy Finchley,Barnet,202324,60.7,5.8,0.85,99.4,99.4
136369,Bexley Grammar School,Bexley,202324,74.7,7.35,0.49,99.6,99.6
137769,Townley Grammar School,Bexley,202324,76.2,6.88,0.66,99.5,99.5
137138,Bexleyheath Academy,Bexley,202324,41.4,3.31,-0.42,99.5,99.0
145140,Harris Garrard Academy,Bexley,202324,47.5,4.24,0.54,97.9,97.4
149898,Leigh Academy Bexley,Bexley,202324,32.7,2.83,-0.95,96.6,96.6
137965,Blackfen School for Girls,Bexley,202324,46.9,3.89,-0.14,100.0,98.2
137423,Chislehurst and Sidcup Grammar School,Bexley,202324,76.0,7.39,0.82,100.0,100.0
136720,Welling School,Bexley,202324,36.7,3.15,-0.82,95.9,95.5
138686,Cleeve Park School,Bexley,202324,43.6,3.67,-0.19,99.4,98.2
136538,"Trinity Church of England School, Belvedere",Bexley,202324,39.3,3.57,-0.54,96.0,94.9
