school_urn,school_name,la_name,time_period,avg_att8,avg_ebaccaps,avg_p8score,pt_anypass,pt_entbasics
138193,Avonbourne Girls Academy,"Bournemouth, Christchurch and Poole",202324,48.7,4.43,0.4,98.9,99.5
136996,Bournemouth School for Girls,"Bournemouth, Christchurch and Poole",202324,71.7,6.38,0.54,100.0,99.4
136763,Highcliffe School,"Bournemouth, Christchurch and Poole",202324,50.6,4.64,-0.05,98.3,97.9
113907,Poole High School,"Bournemouth, Christchurch and Poole",202324,51.0,4.67,0.54,99.4,98.1
137349,St Peter's Catholic Comprehensive School,"Bournemouth, Christchurch and Poole",202324,49.0,4.2,0.15,98.7,97.9
136850,Poole Grammar School,"Bournemouth, Christchurch and Poole",202324,71.3,6.58,0.55,100.0,99.4
136574,Corfe Hills School,"Bournemouth, Christchurch and Poole",202324,43.9,3.71,0.01,99.2,97.2
113922,Canford School,"Bournemouth, Christchurch and Poole",202324,26.9,0.54,,100.0,0.0
113937,Bournemouth Collegiate School,"Bournemouth, Christchurch and Poole",202324,29.8,2.85,,100.0,0.0
113945,Talbot Heath School,"Bournemouth, Christchurch and Poole",202324,62.6,5.71,,98.5,98.5
138333,Kings Bournemouth,"Bournemouth, Christchurch and Poole",202324,2.1,0.07,,42.9,0.0
147198,The Stable School,"Bournemouth, Christchurch and Poole",202324,4.5,0.21,,38.5,15.4
148031,The Lion Works School,"Bournemouth, Christchurch and Poole",202324,14.5,1.33,,66.7,66.7
148069,Connie Rothman Learning Centre,"Bournemouth, Christchurch and Poole",202324,8.6,0.56,,61.8,29.4
136120,The Bishop of Winchester Academy,"Bournemouth, Christchurch and Poole",202324,46.9,4.18,0.12,98.6,99.1
136125,The Bourne Academy,"Bournemouth, Christchurch and Poole",202324,41.3,3.47,-0.22,98.5,98.5
136206,St Aldhelm's Academy,"Bournemouth, Christchurch and Poole",202324,35.1,2.9,-0.58,92.7,93.3
113954,Victoria Education Centre,"Bournemouth, Christchurch and Poole",202324,0.3,0.0,,16.7,0.0
113961,Linwood School,"Bournemouth, Christchurch and Poole",202324,1.5,0.16,-1.73,8.6,2.9
140067,Longspee Academy,"Bournemouth, Christchurch and Poole",202324,12.4,0.65,-1.77,87.5,87.5
137998,Tregonwell Academy,"Bournemouth, Christchurch and Poole",202324,5.8,0.22,-2.39,85.0,80.0
136745,North Durham Academy,County Durham,202324,39.8,3.31,-0.43,98.9,98.9
137638,Consett Academy,County Durham,202324,44.2,3.53,-0.2,99.6,99.3
142894,UTC South Durham,County Durham,202324,36.1,2.59,-0.99,99.2,99.2
144496,Teesdale School and Sixth Form,County Durham,202324,53.4,4.92,0.27,100.0,100.0
144991,Staindrop Academy,County Durham,202324,47.8,4.04,-0.16,100.0,100.0
145564,Whitworth Park Academy,County Durham,202324,47.7,3.76,-0.01,100.0,100.0
147531,Hermitage Academy,County Durham,202324,48.0,4.35,0.12,100.0,99.5
147894,Tanfield School,County Durham,202324,50.9,4.41,0.83,100.0,100.0
147711,Seaham High School,County Durham,202324,43.0,3.56,-0.43,98.0,98.0
136971,Park View School,County Durham,202324,47.5,4.25,-0.14,99.1,98.3
137903,Parkside Academy,County Durham,202324,42.6,3.55,0.01,100.0,98.8
148109,Wolsingham School,County Durham,202324,48.1,4.17,-0.35,100.0,99.3
145253,Ferryhill School,County Durham,202324,42.8,3.22,-0.37,100.0,100.0
148706,Bishop Barrington Academy,County Durham,202324,41.8,3.17,-0.27,99.3,98.6
138717,Woodham Academy,County Durham,202324,46.4,4.19,0.09,98.9,98.9
149962,Greenfield Academy,County Durham,202324,37.7,3.24,-0.5,98.5,97.1
136770,King James I Academy Bishop Auckland,County Durham,202324,41.6,3.29,-0.21,100.0,99.3
114308,Belmont Community School,County Durham,202324,48.1,4.44,0.15,99.3,99.3
137696,Framwellgate School Durham,County Durham,202324,48.0,4.35,-0.05,98.8,97.5
149251,Durham Academy,County Durham,202324,36.3,2.96,-0.25,98.1,98.1
114312,Durham Johnston Comprehensive School,County Durham,202324,56.7,4.96,0.18,97.7,97.3
147122,Dene Academy,County Durham,202324,40.2,3.25,0.33,100.0,100.0
136451,The Academy at Shotton Hall,County Durham,202324,51.7,4.58,0.58,100.0,100.0
149739,Wellfield School,County Durham,202324,48.9,4.17,0.3,100.0,98.8
147670,Sedgefield Community College,County Durham,202324,51.9,4.65,0.36,100.0,100.0
138075,Easington Academy,County Durham,202324,49.6,4.45,-0.12,99.3,99.3
137702,St John's Catholic School & Sixth Form College,County Durham,202324,50.6,4.27,0.16,98.6,98.1
143583,"St Leonard's Catholic School, Durham",County Durham,202324,57.2,4.81,0.64,100.0,100.0
148304,St Bede's Catholic School and Byron Sixth Form College,County Durham,202324,44.0,3.91,-0.22,98.6,99.3
138172,"St Bede's Catholic School and Sixth Form College, Lanchester",County Durham,202324,49.8,4.6,0.22,99.6,98.7
114331,Durham Cathedral Schools Foundation,County Durham,202324,33.0,3.42,,100.0,0.0
114336,Barnard Castle School,County Durham,202324,41.3,3.82,,100.0,0.0
114330,Durham High School for Girls,County Durham,202324,71.9,6.57,,100.0,100.0
135834,The Grange Learning Centre,County Durham,202324,7.3,0.39,,66.7,16.7
142474,Delta Independent School,County Durham,202324,3.4,0.29,,76.2,0.0
131905,The Meadows School,County Durham,202324,10.2,0.44,-2.01,82.4,64.7
114337,Elemore Hall School,County Durham,202324,7.4,0.26,-2.1,68.6,66.7
114340,Croft Community School,County Durham,202324,5.1,0.39,-2.05,46.7,22.2
138718,Hope Wood Academy,County Durham,202324,0.7,0.03,-1.95,3.7,3.7
134662,The Oaks Secondary School,County Durham,202324,4.0,0.34,-1.69,40.3,12.9
130657,Bishop Auckland College,County Durham,202324,6.0,0.46,-3.16,77.1,89.6
131859,East Durham College,County Durham,202324,11.6,1.17,-2.98,87.5,83.3
143845,Wyvern Academy,Darlington,202324,39.7,3.39,-0.52,98.8,98.8
145577,Longfield Academy,Darlington,202324,43.6,3.53,-0.47,96.5,95.9
136525,Hurworth School,Darlington,202324,53.8,4.34,0.12,100.0,100.0
138089,Haughton Academy,Darlington,202324,39.8,3.51,-0.57,95.6,95.6
136838,Hummersknott Academy,Darlington,202324,45.7,4.14,-0.48,97.6,97.2
137622,Carmel College,Darlington,202324,53.6,4.89,0.38,99.5,99.5
142174,Polam Hall School,Darlington,202324,42.0,3.77,-0.05,97.6,97.6
137511,Hurworth House School  Aspris Children's services,Darlington,202324,5.2,0.32,,33.3,26.7
135314,St Aidan's Church of England Academy,Darlington,202324,35.5,2.97,-0.96,96.7,96.7
138093,Beaumont Hill Academy,Darlington,202324,5.7,0.12,-1.31,50.0,31.3
144661,Peacehaven Community School,East Sussex,202324,40.1,3.45,0.21,97.2,97.2
139796,Gildredge House,East Sussex,202324,48.0,4.32,0.16,99.3,97.9
139821,Ark Alexandra Academy,East Sussex,202324,38.4,3.4,-0.79,96.5,97.3
140679,Seahaven Academy,East Sussex,202324,39.2,3.6,-0.23,98.6,98.6
144505,King's Academy Ringmer,East Sussex,202324,46.4,4.34,0.3,100.0,98.9
146825,Rye College,East Sussex,202324,36.3,3.02,-0.85,93.0,93.0
148179,The Turing School,East Sussex,202324,30.0,2.43,-0.99,93.8,93.8
114584,Claverham Community College,East Sussex,202324,47.4,4.45,-0.07,99.1,99.1
137982,Beacon Academy,East Sussex,202324,52.1,4.82,0.5,100.0,100.0
138472,Hailsham Community College,East Sussex,202324,33.9,2.79,-0.83,93.1,96.0
114587,Heathfield Community College,East Sussex,202324,49.5,4.34,0.3,99.6,99.1
114588,Robertsbridge Community College,East Sussex,202324,44.0,3.84,-0.63,99.3,99.3
138473,Seaford Head School,East Sussex,202324,50.2,4.71,0.47,99.1,99.6
114590,Uckfield  College,East Sussex,202324,50.0,4.66,0.27,99.3,98.9
148945,Uplands Academy,East Sussex,202324,44.4,4.07,-0.23,100.0,100.0
114592,Willingdon Community School,East Sussex,202324,47.9,4.16,0.08,99.0,99.0
114594,Chailey School,East Sussex,202324,53.4,5.01,0.36,100.0,98.7
138895,Bexhill High Academy,East Sussex,202324,40.9,3.65,-0.59,98.3,98.7
114598,Priory School,East Sussex,202324,53.3,5.08,0.48,97.0,97.0
138474,Ratton School,East Sussex,202324,41.4,3.5,-0.1,97.3,96.8
138475,The Cavendish School,East Sussex,202324,50.7,4.32,0.47,100.0,100.0
114612,St Richard's Catholic College,East Sussex,202324,56.4,5.32,0.65,99.5,99.5
143035,St Catherine's College,East Sussex,202324,48.1,4.21,0.09,99.5,99.5
136400,The St Leonards Academy,East Sussex,202324,30.7,2.49,-1.22,95.7,95.0
136401,The Hastings Academy,East Sussex,202324,33.4,2.86,-1.29,97.1,94.2
114635,Frewen College,East Sussex,202324,8.8,0.65,,70.6,14.7
114657,Bede's Senior School,East Sussex,202324,28.2,2.38,,98.4,0.0
114660,Owlswick School,East Sussex,202324,12.5,1.25,,66.7,50.0
114640,Claremont School,East Sussex,202324,36.0,3.05,,91.4,0.0
114650,Eastbourne College,East Sussex,202324,41.7,3.42,,100.0,0.0
114659,Greenfields School,East Sussex,202324,11.1,0.65,,66.7,11.1
114622,Battle Abbey School,East Sussex,202324,41.8,3.33,,96.6,0.0
114645,Northease Manor School,East Sussex,202324,11.0,0.68,,85.0,0.0
114656,Buckswood School,East Sussex,202324,15.5,1.58,,71.1,0.0
114634,Lewes Old Grammar School,East Sussex,202324,60.7,4.29,,99.1,97.2
114627,Mayfield School,East Sussex,202324,64.7,5.76,,98.4,75.8
114625,Michael Hall School,East Sussex,202324,43.7,4.45,,100.0,100.0
136106,The Eastbourne Academy,East Sussex,202324,29.1,2.38,-0.88,92.9,92.9
133653,St Mary's School and 6th Form College,East Sussex,202324,4.9,0.48,-1.32,30.0,30.0
148035,The Ropemakers' Academy,East Sussex,202324,2.8,0.15,-2.1,66.7,66.7
142163,St Mary's School,East Sussex,202324,10.4,0.28,-1.12,100.0,100.0
141475,Saxon Mount School,East Sussex,202324,10.6,0.91,-0.67,83.3,46.7
142744,The Lindfield School,East Sussex,202324,6.0,0.32,-1.17,86.4,27.3
142151,New Horizons School (Part of the Sabden Multi Academy Trust),East Sussex,202324,13.4,0.67,-1.03,85.7,85.7
142146,Cuckmere House School,East Sussex,202324,14.6,1.29,-2.07,62.5,75.0
137063,Portslade Aldridge Community Academy,Brighton and Hove,202324,46.6,4.53,-0.01,100.0,99.5
139409,King's School,Brighton and Hove,202324,60.0,5.3,0.84,100.0,99.4
114579,Varndean School,Brighton and Hove,202324,53.5,4.99,0.42,98.0,98.3
114580,Dorothy Stringer School,Brighton and Hove,202324,49.8,4.74,0.11,98.2,97.5
114581,Longhill High School,Brighton and Hove,202324,36.1,3.13,-0.7,95.9,95.9
114606,Blatchington Mill School,Brighton and Hove,202324,52.4,4.78,0.3,96.8,95.9
114607,Hove Park School and Sixth Form Centre,Brighton and Hove,202324,43.3,4.05,-0.13,96.8,94.1
114608,Patcham High School,Brighton and Hove,202324,44.0,4.24,-0.45,97.7,95.5
114611,Cardinal Newman Catholic School,Brighton and Hove,202324,54.4,4.79,0.56,99.2,98.9
114616,Roedean School,Brighton and Hove,202324,18.4,1.28,,87.9,0.0
114614,Brighton College,Brighton and Hove,202324,66.1,6.36,,100.0,0.0
114658,Brighton Girls GDST,Brighton and Hove,202324,66.5,5.98,,100.0,96.9
136947,The Montessori Place,Brighton and Hove,202324,17.3,1.71,,100.0,0.0
131127,Drive Preparatory School,Brighton and Hove,202324,38.8,2.91,,100.0,100.0
146036,Brighton and Hove Clinic School,Brighton and Hove,202324,4.3,0.12,,14.3,14.3
149337,"Oxford International College, Brighton",Brighton and Hove,202324,6.0,0.32,,72.7,0.0
136164,Brighton Aldridge Community Academy,Brighton and Hove,202324,37.3,3.21,-0.4,96.6,97.4
114678,Homewood College,Brighton and Hove,202324,3.4,0.14,-2.64,46.2,38.5
114687,Hill Park School,Brighton and Hove,202324,0.5,0.03,-1.94,3.8,0.0
116234,Alderwood School,Hampshire,202324,39.5,3.43,-0.59,100.0,98.7
138720,Eggar's School,Hampshire,202324,50.3,4.28,0.04,99.5,99.5
116405,John Hanson Community School,Hampshire,202324,40.8,3.58,-0.28,98.1,98.1
138287,The Costello School,Hampshire,202324,46.3,4.35,-0.03,97.2,97.7
138437,Bridgemary School,Hampshire,202324,32.7,2.53,-1.01,97.6,97.6
138585,The New Forest Academy,Hampshire,202324,40.6,3.44,-0.51,99.1,99.1
138920,Winton Community Academy,Hampshire,202324,35.7,3.13,-0.44,95.0,93.9
140182,Oakmoor School,Hampshire,202324,39.1,3.36,-0.26,96.3,95.7
144014,Brune Park Community School,Hampshire,202324,32.2,2.77,-0.92,96.3,95.9
116407,The Westgate School,Hampshire,202324,59.8,5.53,0.7,99.6,99.2
145125,Everest Community Academy,Hampshire,202324,34.3,2.97,-1.12,96.5,97.4
136640,The Mountbatten School,Hampshire,202324,53.7,4.65,0.17,98.3,98.3
137535,Amery Hill School,Hampshire,202324,49.6,4.41,0.01,99.5,99.5
138038,The Cowplain School,Hampshire,202324,39.0,3.42,-0.24,97.3,97.8
116411,The Toynbee School,Hampshire,202324,48.4,4.45,0.2,99.5,100.0
116412,Court Moor School,Hampshire,202324,55.9,5.1,0.17,98.7,98.7
116413,The Hamble School,Hampshire,202324,45.2,4.02,-0.18,99.5,99.1
136654,Wildern School,Hampshire,202324,49.7,4.51,0.05,98.6,98.6
137125,Noadswood School,Hampshire,202324,45.2,3.9,-0.34,97.3,98.4
137129,Priestlands School,Hampshire,202324,50.1,4.43,-0.01,99.2,99.2
137128,Perins School,Hampshire,202324,46.7,4.18,-0.19,99.1,98.7
116418,Portchester Community School,Hampshire,202324,43.3,3.6,-0.28,98.5,98.5
116419,Brookfield Community School,Hampshire,202324,53.6,4.61,0.4,98.9,98.3
137239,The Romsey School,Hampshire,202324,48.4,4.51,-0.13,98.2,98.2
116422,The Hurst School,Hampshire,202324,44.3,3.95,-0.37,98.5,96.5
116423,The Hayling College,Hampshire,202324,34.9,2.81,-0.78,96.2,97.2
116424,Swanmore College,Hampshire,202324,52.1,4.58,0.25,100.0,100.0
116426,Test Valley School,Hampshire,202324,39.8,3.41,-0.45,97.8,96.8
116427,Aldworth School,Hampshire,202324,35.6,2.99,-0.76,95.0,95.7
116428,Crookhorn College,Hampshire,202324,41.6,3.4,-0.31,97.0,94.6
138184,Wyvern College,Hampshire,202324,50.4,4.54,0.01,98.9,98.1
116430,The Clere School,Hampshire,202324,39.1,3.45,-0.62,94.4,95.8
116431,Harrow Way Community School,Hampshire,202324,43.0,3.68,0.04,100.0,100.0
116432,Cranbourne,Hampshire,202324,43.8,3.83,-0.13,98.6,100.0
116433,Yateley School,Hampshire,202324,49.9,4.38,0.16,99.5,99.5
137229,Hounsdown School,Hampshire,202324,46.6,4.25,-0.21,98.8,99.2
116436,Calthorpe Park School,Hampshire,202324,55.2,4.91,0.24,99.6,99.6
116437,Horndean Technology College,Hampshire,202324,45.5,3.84,-0.1,99.3,98.9
116438,Henry Beaufort School,Hampshire,202324,53.3,4.73,0.34,98.3,98.3
136715,Thornden School,Hampshire,202324,61.4,5.76,0.74,100.0,100.0
116440,The Vyne Community School,Hampshire,202324,39.1,3.28,-0.63,94.9,93.5
149707,Brighton Hill Community School,Hampshire,202324,46.9,4.16,0.01,99.6,98.7
116442,Frogmore Community College,Hampshire,202324,42.2,3.47,-0.35,97.8,97.8
116445,Crestwood Community School,Hampshire,202324,34.6,3.0,-0.73,97.0,97.0
116446,Cove School,Hampshire,202324,40.4,3.59,-0.74,96.9,97.4
116447,Fernhill School,Hampshire,202324,36.8,3.43,-0.68,97.1,96.2
116448,The Wavell School,Hampshire,202324,49.2,4.39,0.2,99.0,99.0
116466,The Henry Cort Community College,Hampshire,202324,39.4,3.6,-0.56,100.0,100.0
140069,Fareham Academy,Hampshire,202324,40.5,3.59,-0.4,96.6,94.3
116468,Kings' School,Hampshire,202324,57.2,5.34,0.36,98.9,98.9
116473,Park Community School,Hampshire,202324,26.9,2.18,-1.27,93.2,93.8
116475,Warblington School,Hampshire,202324,39.3,3.57,-0.49,98.4,98.4
138135,Robert May's School,Hampshire,202324,49.1,4.4,-0.06,97.8,97.8
116478,Bishop Challoner Catholic Secondary School,Hampshire,202324,58.1,5.53,0.78,98.8,98.8
136719,The Burgate School and Sixth Form,Hampshire,202324,52.8,4.5,0.17,100.0,100.0
136652,The Arnewood School,Hampshire,202324,36.9,3.14,-0.84,97.5,97.5
136657,Ringwood School Academy,Hampshire,202324,53.7,4.82,0.35,99.2,99.2
149621,Crofton School,Hampshire,202324,46.2,3.93,-0.15,99.0,99.0
137315,Testwood School,Hampshire,202324,34.8,2.91,-1.01,96.4,96.4
136643,Bohunt School,Hampshire,202324,58.1,5.37,0.5,100.0,100.0
137791,King's Academy Bay House,Hampshire,202324,42.2,3.73,-0.07,97.7,97.7
116502,Testbourne Community School,Hampshire,202324,51.6,4.7,0.09,99.5,98.9
137345,Oaklands Catholic School,Hampshire,202324,50.9,4.34,0.19,99.6,99.6
116504,Applemore College,Hampshire,202324,35.8,3.1,-0.74,97.9,95.7
116506,Purbrook Park School,Hampshire,202324,47.0,3.88,0.13,99.4,99.4
137538,Cams Hill School,Hampshire,202324,51.7,4.41,-0.08,99.6,99.6
136903,The Petersfield School,Hampshire,202324,54.1,4.99,0.33,99.6,99.3
116511,Osborne School,Hampshire,202324,4.2,0.37,-1.25,41.4,24.1
116527,Bedales School,Hampshire,202324,6.7,0.94,,86.4,0.0
116513,Rookwood School,Hampshire,202324,46.7,3.72,,100.0,0.0
116524,Ballard School,Hampshire,202324,30.6,2.87,,100.0,0.0
116586,Coxlease School,Hampshire,202324,4.9,0.33,,45.0,20.0
116517,Farnborough Hill,Hampshire,202324,68.3,6.1,,98.9,98.9
116543,Salesian College,Hampshire,202324,67.7,6.08,,100.0,100.0
116563,Meoncross School,Hampshire,202324,55.6,5.01,,100.0,84.1
116584,St Edward's School,Hampshire,202324,14.0,0.6,,100.0,28.6
116515,Embley,Hampshire,202324,17.2,1.43,,37.7,0.0
116518,St Nicholas' School,Hampshire,202324,63.1,5.85,,100.0,93.0
116532,Winchester College,Hampshire,202324,43.9,2.57,,89.2,86.0
116534,St Swithuns,Hampshire,202324,45.1,3.2,,100.0,0.0
116579,Churcher's College,Hampshire,202324,41.3,3.88,,98.6,0.0
116555,Hurst Lodge School,Hampshire,202324,18.1,1.09,,82.4,5.9
116558,Boundary Oak School,Hampshire,202324,23.5,1.94,,93.8,0.0
116559,Moyles Court School,Hampshire,202324,25.8,1.87,,80.0,0.0
116575,Ditcham Park School,Hampshire,202324,55.9,4.55,,95.7,93.5
116595,The King's School,Hampshire,202324,51.9,4.38,,100.0,90.7
116594,St Michael's School,Hampshire,202324,71.1,7.35,,100.0,100.0
116521,Lord Wandsworth College,Hampshire,202324,34.6,3.63,,99.2,0.0
116537,Alton School,Hampshire,202324,54.3,4.93,,100.0,0.0
136112,New Forest Small School,Hampshire,202324,39.2,2.81,,100.0,88.9
134769,Sherfield School,Hampshire,202324,42.8,3.47,,66.7,64.7
135105,Jubilee School,Hampshire,202324,1.3,0.0,,16.7,0.0
135240,Fair Ways School,Hampshire,202324,3.4,0.29,,28.6,7.1
137279,New Forest School,Hampshire,202324,4.9,0.24,,58.3,25.0
140046,Clay Hill School,Hampshire,202324,4.1,0.08,,50.0,0.0
145479,The Green Room School Kingsley,Hampshire,202324,2.1,0.21,,14.3,0.0
136156,Havant Academy,Hampshire,202324,30.7,2.54,-0.98,96.6,98.9
133581,Prospect School,Hampshire,202324,5.2,0.53,-1.98,38.9,22.2
141187,The Coppice Spring Academy,Hampshire,202324,6.7,0.27,-1.65,81.8,81.8
148343,Chiltern Way Academy Austen,Hampshire,202324,10.8,0.37,-2.91,75.0,50.0
116603,Lakeside School,Hampshire,202324,10.9,1.07,-1.38,83.3,88.9
116617,Baycroft School,Hampshire,202324,2.3,0.06,-1.5,59.5,16.2
137605,Dove House Academy,Hampshire,202324,5.7,0.18,-1.34,66.7,40.5
116637,Oak Lodge School,Hampshire,202324,4.1,0.24,-1.71,76.3,2.6
116639,Glenwood School,Hampshire,202324,2.1,0.05,-1.86,32.0,20.0
116640,Samuel Cody School,Hampshire,202324,10.7,0.77,-0.98,76.9,34.6
116641,The Mark Way School,Hampshire,202324,9.1,0.15,-0.94,94.7,52.6
140732,King's Academy Lord Wilson,Hampshire,202324,8.0,0.43,-1.65,77.8,55.6
139714,The Portsmouth Academy,Portsmouth,202324,34.8,3.1,-1.1,95.4,96.3
140605,Miltoncross Academy,Portsmouth,202324,34.6,3.15,-0.6,97.2,95.5
141175,Priory School,Portsmouth,202324,40.3,3.57,-0.55,97.5,98.4
141875,Trafalgar School,Portsmouth,202324,37.8,3.2,-0.19,97.8,97.8
143430,UTC Portsmouth,Portsmouth,202324,49.2,3.64,-0.47,100.0,100.0
144192,Springfield School,Portsmouth,202324,43.7,3.93,-0.05,97.8,97.8
145372,Castle View Academy,Portsmouth,202324,34.2,2.97,-0.56,95.3,94.4
116463,Mayfield School,Portsmouth,202324,34.0,2.88,-0.8,96.3,96.3
140697,Admiral Lord Nelson School,Portsmouth,202324,41.3,3.85,-0.35,97.7,97.7
116505,St Edmund's Catholic School,Portsmouth,202324,55.6,5.02,0.66,100.0,100.0
116573,Mayville High School,Portsmouth,202324,29.6,2.57,,100.0,0.0
116581,Portsmouth High School,Portsmouth,202324,10.8,0.16,,100.0,0.0
116583,The Portsmouth Grammar School,Portsmouth,202324,42.9,2.95,,100.0,0.0
135965,Ark Charter Academy,Portsmouth,202324,40.6,3.69,-0.32,97.1,98.3
147720,The Harbour School,Portsmouth,202324,7.1,0.61,-2.31,63.3,63.3
146284,Oasis Academy Sholing,Southampton,202324,38.6,3.62,-0.66,97.5,97.5
147676,Weston Secondary School,Southampton,202324,31.2,2.69,-0.71,94.9,94.2
116450,Regents Park Community College,Southampton,202324,38.5,2.89,-0.72,95.4,96.0
116453,Redbridge Community School,Southampton,202324,32.2,2.73,-0.99,93.9,94.8
137037,Upper Shirley High School,Southampton,202324,49.2,4.29,0.09,98.1,97.1
116458,Bitterne Park School,Southampton,202324,43.9,3.95,-0.19,98.4,98.4
116465,Woodlands Community College,Southampton,202324,33.7,2.94,-0.89,96.2,95.1
116469,Cantell School,Southampton,202324,45.6,3.85,0.21,98.3,97.9
116507,Saint George Catholic Voluntary Aided College Southampton,Southampton,202324,58.7,5.17,0.82,99.5,99.5
138476,St Anne's Catholic School,Southampton,202324,56.3,5.07,0.72,99.1,99.1
116568,The Gregg School,Southampton,202324,45.0,3.35,,100.0,0.0
116580,King Edward VI School,Southampton,202324,15.3,0.18,,98.7,0.0
148599,Yarrow Heights School,Southampton,202324,22.2,2.18,,90.9,36.4
135628,Oasis Academy Lord's Hill,Southampton,202324,37.5,3.36,-0.91,95.5,96.6
135629,Oasis Academy Mayfield,Southampton,202324,41.2,3.88,-0.37,97.8,98.3
144205,Great Oaks School,Southampton,202324,0.6,0.0,-1.58,15.5,0.0
116624,The Polygon School,Southampton,202324,1.2,0.0,-2.09,26.3,0.0
137799,Humphrey Perkins School,Leicestershire,202324,40.5,3.74,-0.55,98.8,98.2
137161,The Robert Smyth Academy,Leicestershire,202324,52.7,5.03,0.37,98.8,98.8
137317,Stephenson Studio School,Leicestershire,202324,14.6,1.44,-2.08,94.6,94.6
138301,The Newbridge School,Leicestershire,202324,39.6,3.35,-0.27,96.8,97.4
138327,Heath Lane Academy,Leicestershire,202324,35.3,2.97,-0.55,97.8,98.5
138721,Ibstock School,Leicestershire,202324,39.0,3.27,-0.61,98.3,99.2
137367,Limehurst Academy,Leicestershire,202324,48.5,4.62,0.28,98.4,98.4
137115,Lutterworth High School,Leicestershire,202324,49.9,4.45,0.25,100.0,98.8
138108,The Market Bosworth School,Leicestershire,202324,57.4,5.27,0.83,100.0,100.0
137170,Welland Park Academy,Leicestershire,202324,53.4,4.8,0.37,99.5,99.5
139442,South Charnwood High School,Leicestershire,202324,50.7,4.41,0.02,98.2,98.2
141874,Charnwood College,Leicestershire,202324,43.8,3.99,0.19,98.4,98.4
138079,The Roundhill Academy,Leicestershire,202324,45.6,4.0,-0.27,98.3,97.8
143844,The Winstanley School,Leicestershire,202324,33.2,2.92,-0.8,92.7,93.5
140103,Hastings High School,Leicestershire,202324,52.0,4.52,0.4,98.3,98.3
147902,Countesthorpe Academy,Leicestershire,202324,39.4,3.31,-0.8,96.8,97.7
138350,Ivanhoe School,Leicestershire,202324,40.6,3.73,-0.39,100.0,98.5
140787,The Cedars Academy,Leicestershire,202324,45.7,4.16,-0.32,97.3,97.3
138820,Castle Donington College,Leicestershire,202324,42.4,3.58,-0.27,100.0,100.0
137828,The Martin High School Anstey,Leicestershire,202324,43.9,4.05,-0.62,99.4,100.0
138478,The Castle Rock School,Leicestershire,202324,42.0,3.53,-0.38,98.4,98.4
138819,The Priory Belvoir Academy,Leicestershire,202324,44.4,3.85,0.21,100.0,100.0
148417,The Hinckley School,Leicestershire,202324,38.7,3.36,-0.52,96.1,96.1
138155,Gartree High School,Leicestershire,202324,52.3,4.94,0.41,100.0,100.0
148549,Ashby School,Leicestershire,202324,47.2,4.42,-0.14,99.4,99.4
137120,Manor High School,Leicestershire,202324,56.8,5.47,0.69,98.5,99.0
137617,John Ferneley College,Leicestershire,202324,45.0,3.94,-0.34,98.3,97.9
139624,Beauchamp College,Leicestershire,202324,57.7,5.38,0.44,99.3,99.0
137969,Bosworth Academy,Leicestershire,202324,49.5,4.71,0.08,99.6,99.2
137983,Wreake Valley Academy,Leicestershire,202324,42.4,3.4,-0.6,94.7,93.0
138323,Brookvale Groby Learning Campus,Leicestershire,202324,49.7,4.36,-0.02,99.2,99.6
137968,Redmoor Academy,Leicestershire,202324,47.6,4.03,0.23,98.4,98.4
137540,Kibworth Mead Academy,Leicestershire,202324,50.2,4.45,-0.01,98.2,97.6
149271,Iveshead School,Leicestershire,202324,43.2,4.13,-0.37,98.1,98.7
138527,Thomas Estley Community College,Leicestershire,202324,43.0,4.0,-0.05,96.7,96.2
137401,Woodbrook Vale School,Leicestershire,202324,52.4,4.99,0.44,98.9,99.4
138150,Lutterworth College,Leicestershire,202324,47.3,3.99,-0.09,98.7,99.2
137640,Rawlins,Leicestershire,202324,46.5,3.99,-0.03,96.7,96.3
138521,Brockington College,Leicestershire,202324,46.4,3.83,-0.41,98.3,97.4
138298,De Lisle College Loughborough Leicestershire,Leicestershire,202324,54.1,4.97,0.58,99.1,98.2
138290,Saint Martin's Catholic Voluntary Academy,Leicestershire,202324,55.9,4.96,0.66,98.8,98.8
138628,Long Field Spencer Academy,Leicestershire,202324,47.7,4.31,0.06,99.4,99.4
137931,South Wigston High School,Leicestershire,202324,35.0,3.07,-1.02,98.2,98.8
137984,Wigston Academy,Leicestershire,202324,38.4,3.49,-0.63,98.5,98.5
120316,Ratcliffe College,Leicestershire,202324,43.3,2.63,,96.0,96.0
120325,LGS Stoneygate,Leicestershire,202324,44.3,2.89,,100.0,94.7
120339,Dixie Grammar School,Leicestershire,202324,17.5,1.25,,97.6,0.0
120341,Brooke House College,Leicestershire,202324,8.4,0.32,,89.7,5.1
120331,Twycross House School,Leicestershire,202324,67.4,5.43,,95.6,95.6
120317,Loughborough Amherst School,Leicestershire,202324,31.7,2.83,,100.0,0.0
120333,Loughborough High School,Leicestershire,202324,17.9,0.79,,100.0,0.0
120330,The Grange Therapeutic School,Leicestershire,202324,0.9,0.06,,13.3,0.0
120332,Loughborough Grammar School,Leicestershire,202324,49.8,3.52,,95.1,0.6
120334,Leicester Grammar School Trust,Leicestershire,202324,22.4,1.13,,100.0,0.0
134438,Lewis Charlton Learning Centre,Leicestershire,202324,1.9,0.05,,71.4,28.6
128078,Oakwood Community School,Leicestershire,202324,0.5,0.07,,10.0,0.0
